"car_code","subsection_key","status","remarks"
"CAR017","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR017","audio_infotainment","flawless","Flawless, no imperfections"
"CAR017","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR017","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR017","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR017","chassis","minor","Chassis in good condition, minor wear expected"
"CAR017","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR017","engine","flawless","Engine running smoothly, no issues detected"
"CAR017","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR017","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR017","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR017","features_accessories","minor","Minor imperfections, most were restored"
"CAR017","front_tyre","minor","L-43K km R-34K km"
"CAR017","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR017","glass","flawless","All glass and mirrors in excellent condition"
"CAR017","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR017","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR017","paint","minor","Paint condition is good, minor fading in some areas"
"CAR017","rear_tyre","minor","L-47K km R-31K km"
"CAR017","spare_tyre","minor","2K km"
"CAR017","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR017","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR017","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR017","tyres_rims","minor","Non-essential imperfections"
"CAR018","ac_system","minor","Minor imperfections, fully restored"
"CAR018","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR018","audio_infotainment","flawless","Flawless, no imperfections"
"CAR018","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR018","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR018","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR018","chassis","minor","Chassis in good condition, minor wear expected"
"CAR018","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR018","engine","flawless","Engine running smoothly, no issues detected"
"CAR018","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR018","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR018","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR018","features_accessories","minor","Minor imperfections, most were restored"
"CAR018","front_tyre","minor","L-43K km R-34K km"
"CAR018","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR018","glass","flawless","All glass and mirrors in excellent condition"
"CAR018","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR018","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR018","paint","minor","Paint condition is good, minor fading in some areas"
"CAR018","rear_tyre","minor","L-47K km R-31K km"
"CAR018","spare_tyre","minor","2K km"
"CAR018","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR018","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR018","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR018","tyres_rims","minor","Non-essential imperfections"
"CAR019","ac_system","minor","Minor imperfections, fully restored"
"CAR019","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR019","audio_infotainment","flawless","Flawless, no imperfections"
"CAR019","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR019","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR019","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR019","chassis","minor","Chassis in good condition, minor wear expected"
"CAR019","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR019","engine","flawless","Engine running smoothly, no issues detected"
"CAR019","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR019","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR019","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR019","features_accessories","minor","Minor imperfections, most were restored"
"CAR019","front_tyre","minor","L-43K km R-34K km"
"CAR019","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR019","glass","flawless","All glass and mirrors in excellent condition"
"CAR019","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR019","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR019","paint","minor","Paint condition is good, minor fading in some areas"
"CAR019","rear_tyre","minor","L-47K km R-31K km"
"CAR019","spare_tyre","minor","2K km"
"CAR019","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR019","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR019","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR019","tyres_rims","minor","Non-essential imperfections"
"CAR020","ac_system","minor","Minor imperfections, fully restored"
"CAR020","air_intake","flawless","Flawless, no imperfections, air intake system clean and functional"
"CAR020","audio_infotainment","flawless","Flawless, no imperfections"
"CAR020","battery","flawless","Battery in excellent condition, holds charge well, no issues detected"
"CAR020","body_panels","minor","Body panels in acceptable condition, minor scratches present"
"CAR020","brake_system","minor","Brake system functioning well; minor wear on brake pads, replacement recommended in next service"
"CAR020","chassis","minor","Chassis in good condition, minor wear expected"
"CAR020","clutch","minor","Clutch engaging smoothly; minor wear expected, functioning properly"
"CAR020","engine","flawless","Engine running smoothly, no issues detected"
"CAR020","engine_cooling","minor","Minor imperfection noted, fully restored, cooling system operational"
"CAR020","engine_mounts","flawless","Flawless, no imperfections, engine mounts secure and properly aligned"
"CAR020","exhaust_system","minor","Effective emissions control; few imperfection with no immediate impact, checkup at service intervals recommended"
"CAR020","features_accessories","minor","Minor imperfections, most were restored"
"CAR020","front_tyre","minor","L-43K km R-34K km"
"CAR020","fuel_supply","flawless","Flawless, no imperfections, fuel delivery system working perfectly"
"CAR020","glass","flawless","All glass and mirrors in excellent condition"
"CAR020","ignition_system","minor","Minor imperfections detected, fully restored and functioning properly"
"CAR020","lights","flawless","Lighting system functioning properly, all lights operational"
"CAR020","paint","minor","Paint condition is good, minor fading in some areas"
"CAR020","rear_tyre","minor","L-47K km R-31K km"
"CAR020","spare_tyre","minor","2K km"
"CAR020","steering","minor","Smooth response; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR020","suspension","minor","Comfortable ride quality; few imperfections with no immediate impact, checkup at service intervals recommended"
"CAR020","transmission","flawless","Transmission functioning perfectly, smooth gear shifts"
"CAR020","tyres_rims","minor","Non-essential imperfections"
